year,county_fips,state,county_name,Democrat,Republican,total,majority,percentage,d_percentage,r_percentage,sample
2000,1097,ALABAMA,MOBILE,58640,78162,136802,Republican,0.571351296,0.428648704,0.571351296,0.744007396
2000,1099,ALABAMA,MONROE,3741,5153,8894,Republican,0.579379357,0.420620643,0.579379357,0.157931182
2000,1101,ALABAMA,MONTGOMERY,40371,38827,79198,Democrat,0.509747721,0.509747721,0.490252279,0.420854799
2000,1103,ALABAMA,MORGAN,16060,25774,41834,Republican,0.616101735,0.383898265,0.616101735,0.150851972
2000,1105,ALABAMA,PERRY,4020,1732,5752,Democrat,0.698887344,0.698887344,0.301112656,0.41352243
2000,1107,ALABAMA,PICKENS,4143,4306,8449,Republican,0.509646112,0.490353888,0.509646112,0.169479882
2000,1109,ALABAMA,PIKE,4357,6058,10415,Republican,0.581661066,0.418338934,0.581661066,0.204983502
2000,1111,ALABAMA,RANDOLPH,3094,4666,7760,Republican,0.60128866,0.39871134,0.60128866,0.047654587
2000,1113,ALABAMA,RUSSELL,8396,6198,14594,Democrat,0.57530492,0.57530492,0.42469508,0.752931321
2000,1115,ALABAMA,ST. CLAIR,6485,17117,23602,Republican,0.72523515,0.27476485,0.72523515,0.218599919
2000,1117,ALABAMA,SHELBY,13183,47651,60834,Republican,0.783295526,0.216704474,0.783295526,0.785322796
2000,1119,ALABAMA,SUMTER,4415,1629,6044,Democrat,0.730476506,0.730476506,0.269523494,0.477234412
2000,1121,ALABAMA,TALLADEGA,11264,13807,25071,Republican,0.550715967,0.449284033,0.550715967,0.493194447
2000,1123,ALABAMA,TALLAPOOSA,6183,9805,15988,Republican,0.613272454,0.386727546,0.613272454,0.618822988
2000,1125,ALABAMA,TUSCALOOSA,24614,34003,58617,Republican,0.580087688,0.419912312,0.580087688,0.967901085
2000,1127,ALABAMA,WALKER,11621,13486,25107,Republican,0.537141036,0.462858964,0.537141036,0.912948739
2000,1129,ALABAMA,WASHINGTON,3386,4117,7503,Republican,0.548713848,0.451286152,0.548713848,0.812156946
2000,1131,ALABAMA,WILCOX,3444,1661,5105,Democrat,0.674632713,0.674632713,0.325367287,0.324949714
2000,1133,ALABAMA,WINSTON,2692,6413,9105,Republican,0.704338276,0.295661724,0.704338276,0.594986875
2000,2001,ALASKA,DISTRICT 1,1284,4681,5965,Republican,0.784744342,0.215255658,0.784744342,0.456911008
2000,2002,ALASKA,DISTRICT 2,2081,4235,6316,Republican,0.670519316,0.329480684,0.670519316,0.609407535
2000,2003,ALASKA,DISTRICT 3,3693,3135,6828,Democrat,0.54086116,0.54086116,0.45913884,0.612763366
2000,2004,ALASKA,DISTRICT 4,2715,4127,6842,Republican,0.603186203,0.396813797,0.603186203,0.360864788
2000,2005,ALASKA,DISTRICT 5,1931,3545,5476,Republican,0.647370343,0.352629657,0.647370343,0.08728016
2000,2006,ALASKA,DISTRICT 6,1542,3862,5404,Republican,0.714655811,0.285344189,0.714655811,0.671939068
2000,2007,ALASKA,DISTRICT 7,1893,4868,6761,Republican,0.720011833,0.279988167,0.720011833,0.082990158
2000,2008,ALASKA,DISTRICT 8,1498,5371,6869,Republican,0.781918765,0.218081235,0.781918765,0.411763717
2000,2009,ALASKA,DISTRICT 9,1203,4789,5992,Republican,0.79923231,0.20076769,0.79923231,0.721981343
2000,2010,ALASKA,DISTRICT 10,2194,5673,7867,Republican,0.721113512,0.278886488,0.721113512,0.190391314
2000,2011,ALASKA,DISTRICT 11,2043,3960,6003,Republican,0.659670165,0.340329835,0.659670165,0.078025897
2000,2012,ALASKA,DISTRICT 12,2051,4626,6677,Republican,0.69282612,0.30717388,0.69282612,0.709948842
2000,2013,ALASKA,DISTRICT 13,2661,3853,6514,Republican,0.591495241,0.408504759,0.591495241,0.852646856
2000,2014,ALASKA,DISTRICT 14,1626,3750,5376,Republican,0.697544643,0.302455357,0.697544643,0.507312884
2000,2015,ALASKA,DISTRICT 15,2106,2453,4559,Republican,0.538056591,0.461943409,0.538056591,0.725040974
2000,2016,ALASKA,DISTRICT 16,1969,1980,3949,Republican,0.501392758,0.498607242,0.501392758,0.508651971
2000,2017,ALASKA,DISTRICT 17,2230,4564,6794,Republican,0.671769208,0.328230792,0.671769208,0.701205896
2000,2018,ALASKA,DISTRICT 18,2739,5421,8160,Republican,0.664338235,0.335661765,0.664338235,0.74171405
2000,2019,ALASKA,DISTRICT 19,2350,4619,6969,Republican,0.662792366,0.337207634,0.662792366,0.127736252
2000,2020,ALASKA,DISTRICT 20,2259,3648,5907,Republican,0.617572372,0.382427628,0.617572372,0.419042934
2000,2021,ALASKA,DISTRICT 21,2309,3263,5572,Republican,0.585606604,0.414393396,0.585606604,0.345973439
2000,2022,ALASKA,DISTRICT 22,2656,4910,7566,Republican,0.648955855,0.351044145,0.648955855,0.344912844
2000,2023,ALASKA,DISTRICT 23,1282,2961,4243,Republican,0.697855291,0.302144709,0.697855291,0.054737316
2000,2024,ALASKA,DISTRICT 24,1985,5063,7048,Republican,0.718359818,0.281640182,0.718359818,0.68668814
2000,2025,ALASKA,DISTRICT 25,1697,5489,7186,Republican,0.763846368,0.236153632,0.763846368,0.500567175
2000,2026,ALASKA,DISTRICT 26,1608,5869,7477,Republican,0.784940484,0.215059516,0.784940484,0.084160778
2000,2027,ALASKA,DISTRICT 27,2199,6714,8913,Republican,0.753281723,0.246718277,0.753281723,0.696162358
2000,2028,ALASKA,DISTRICT 28,2116,7113,9229,Republican,0.770722722,0.229277278,0.770722722,0.855816655
2000,2029,ALASKA,DISTRICT 29,2806,4054,6860,Republican,0.590962099,0.409037901,0.590962099,0.036452204
2000,2030,ALASKA,DISTRICT 30,1698,3622,5320,Republican,0.680827068,0.319172932,0.680827068,0.218684557
2000,2031,ALASKA,DISTRICT 31,1831,3326,5157,Republican,0.644948614,0.355051386,0.644948614,0.232626214
2000,2032,ALASKA,DISTRICT 32,1389,4178,5567,Republican,0.750493982,0.249506018,0.750493982,0.664503216
2000,2033,ALASKA,DISTRICT 33,1765,5804,7569,Republican,0.766811996,0.233188004,0.766811996,0.903469928
2000,2034,ALASKA,DISTRICT 34,1300,5243,6543,Republican,0.801314382,0.198685618,0.801314382,0.371426834
2000,2035,ALASKA,DISTRICT 35,1208,4278,5486,Republican,0.779803135,0.220196865,0.779803135,0.41743803
2000,2036,ALASKA,DISTRICT 36,1945,3007,4952,Republican,0.607229402,0.392770598,0.607229402,0.363472735
2000,2037,ALASKA,DISTRICT 37,1821,2725,4546,Republican,0.599428069,0.400571931,0.599428069,0.269072215
2000,2038,ALASKA,DISTRICT 38,2015,2467,4482,Republican,0.550423918,0.449576082,0.550423918,0.188677175
2000,2039,ALASKA,DISTRICT 39,2282,2321,4603,Republican,0.504236368,0.495763632,0.504236368,0.347657967
2000,2040,ALASKA,DISTRICT 40,1024,1831,2855,Republican,0.641330998,0.358669002,0.641330998,0.128238377
2000,2099,ALASKA,DISTRICT 99,0,0,0,Democrat,#DIV/0!,#DIV/0!,#DIV/0!,0.790701941
2000,4001,ARIZONA,APACHE,13025,5947,18972,Democrat,0.686538056,0.686538056,0.313461944,0.468864896
2000,4003,ARIZONA,COCHISE,13360,18180,31540,Republican,0.576410907,0.423589093,0.576410907,0.048870291
2000,4005,ARIZONA,COCONINO,20280,17562,37842,Democrat,0.535912478,0.535912478,0.464087522,0.160510212
2000,4007,ARIZONA,GILA,7700,9158,16858,Republican,0.543243564,0.456756436,0.543243564,0.114568103
2000,4009,ARIZONA,GRAHAM,3355,6007,9362,Republican,0.641636402,0.358363598,0.641636402,0.30496394
2000,4011,ARIZONA,GREENLEE,1216,1619,2835,Republican,0.571075838,0.428924162,0.571075838,0.845096038
2000,4012,ARIZONA,LA PAZ,1769,2543,4312,Republican,0.589749536,0.410250464,0.589749536,0.906217211
2000,4013,ARIZONA,MARICOPA,386683,479967,866650,Republican,0.553818727,0.446181273,0.553818727,0.939755928
2000,4015,ARIZONA,MOHAVE,17470,24386,41856,Republican,0.58261659,0.41738341,0.58261659,0.489175607
2000,4017,ARIZONA,NAVAJO,11794,12386,24180,Republican,0.512241522,0.487758478,0.512241522,0.116590225
2000,4019,ARIZONA,PIMA,147688,124579,272267,Democrat,0.542438121,0.542438121,0.457561879,0.176678665
2000,4021,ARIZONA,PINAL,19650,20122,39772,Republican,0.505933823,0.494066177,0.505933823,0.522504254
2000,4023,ARIZONA,SANTA CRUZ,5233,3344,8577,Democrat,0.610120089,0.610120089,0.389879911,0.585084414
2000,4025,ARIZONA,YAVAPAI,24063,40144,64207,Republican,0.625227779,0.374772221,0.625227779,0.538213099
2000,4027,ARIZONA,YUMA,12055,15708,27763,Republican,0.565789,0.434211,0.565789,0.838373535
2000,5001,ARKANSAS,ARKANSAS,2877,3353,6230,Republican,0.538202247,0.461797753,0.538202247,0.420992795
2000,5003,ARKANSAS,ASHLEY,4253,3876,8129,Democrat,0.523188584,0.523188584,0.476811416,0.332656248
2000,5005,ARKANSAS,BAXTER,6516,9538,16054,Republican,0.594119846,0.405880154,0.594119846,0.101519705
2000,5007,ARKANSAS,BENTON,17277,34838,52115,Republican,0.668483162,0.331516838,0.668483162,0.48873124
2000,5009,ARKANSAS,BOONE,4493,8569,13062,Republican,0.656025111,0.343974889,0.656025111,0.627923006
2000,5011,ARKANSAS,BRADLEY,2122,1793,3915,Democrat,0.54201788,0.54201788,0.45798212,0.248502653
2000,5013,ARKANSAS,CALHOUN,1017,1128,2145,Republican,0.525874126,0.474125874,0.525874126,0.97444327
2000,5015,ARKANSAS,CARROLL,3595,5556,9151,Republican,0.60714676,0.39285324,0.60714676,0.43100842
2000,5017,ARKANSAS,CHICOT,2820,1564,4384,Democrat,0.643248175,0.643248175,0.356751825,0.948896657
2000,5019,ARKANSAS,CLARK,4661,3776,8437,Democrat,0.552447552,0.552447552,0.447552448,0.093681319
2000,5021,ARKANSAS,CLAY,3527,2254,5781,Democrat,0.610102058,0.610102058,0.389897942,0.531599176
2000,5023,ARKANSAS,CLEBURNE,4120,5730,9850,Republican,0.581725888,0.418274112,0.581725888,0.185488789
2000,5025,ARKANSAS,CLEVELAND,1414,1678,3092,Republican,0.542690815,0.457309185,0.542690815,0.918955833
2000,5027,ARKANSAS,COLUMBIA,4003,5018,9021,Republican,0.556257621,0.443742379,0.556257621,0.692741364
2000,5029,ARKANSAS,CONWAY,3496,3545,7041,Republican,0.503479619,0.496520381,0.503479619,0.039390806
2000,5031,ARKANSAS,CRAIGHEAD,12376,12158,24534,Democrat,0.504442814,0.504442814,0.495557186,0.314895079
2000,5033,ARKANSAS,CRAWFORD,6288,10804,17092,Republican,0.632108589,0.367891411,0.632108589,0.676246241
2000,5035,ARKANSAS,CRITTENDEN,7224,5857,13081,Democrat,0.552251357,0.552251357,0.447748643,0.711030459
2000,5037,ARKANSAS,CROSS,3096,3033,6129,Democrat,0.505139501,0.505139501,0.494860499,0.743729752
2000,5039,ARKANSAS,DALLAS,1710,1571,3281,Democrat,0.521182566,0.521182566,0.478817434,0.77581708
2000,5041,ARKANSAS,DESHA,2776,1603,4379,Democrat,0.633934688,0.633934688,0.366065312,0.678983339
2000,5043,ARKANSAS,DREW,3060,2756,5816,Democrat,0.526134801,0.526134801,0.473865199,0.200957869
2000,5045,ARKANSAS,FAULKNER,11950,16055,28005,Republican,0.573290484,0.426709516,0.573290484,0.233890694
2000,5047,ARKANSAS,FRANKLIN,2674,3277,5951,Republican,0.550663754,0.449336246,0.550663754,0.002016532
2000,5049,ARKANSAS,FULTON,1976,2036,4012,Republican,0.507477567,0.492522433,0.507477567,0.921676581
2000,5051,ARKANSAS,GARLAND,15840,19098,34938,Republican,0.546625451,0.453374549,0.546625451,0.762093745
2000,5053,ARKANSAS,GRANT,2535,3285,5820,Republican,0.56443299,0.43556701,0.56443299,0.420597859
2000,5055,ARKANSAS,GREENE,6319,5831,12150,Democrat,0.520082305,0.520082305,0.479917695,0.344209671
2000,5057,ARKANSAS,HEMPSTEAD,3937,3257,7194,Democrat,0.547261607,0.547261607,0.452738393,0.289806408
2000,5059,ARKANSAS,HOT SPRING,5527,5042,10569,Democrat,0.52294446,0.52294446,0.47705554,0.642168676
2000,5061,ARKANSAS,HOWARD,2063,2326,4389,Republican,0.529961267,0.470038733,0.529961267,0.630800774
2000,5063,ARKANSAS,INDEPENDENCE,5146,6145,11291,Republican,0.544238774,0.455761226,0.544238774,0.908950098
2000,5065,ARKANSAS,IZARD,2587,2301,4888,Democrat,0.529255319,0.529255319,0.470744681,0.090476238
2000,5067,ARKANSAS,JACKSON,3651,2280,5931,Democrat,0.61557916,0.61557916,0.38442084,0.034374322
2000,5069,ARKANSAS,JEFFERSON,17716,8765,26481,Democrat,0.669007968,0.669007968,0.330992032,0.304387269
2000,5071,ARKANSAS,JOHNSON,3270,3657,6927,Republican,0.527934171,0.472065829,0.527934171,0.127704719
2000,5073,ARKANSAS,LAFAYETTE,1806,1538,3344,Democrat,0.54007177,0.54007177,0.45992823,0.893918929
2000,5075,ARKANSAS,LAWRENCE,3255,2626,5881,Democrat,0.5534773,0.5534773,0.4465227,0.463453106
2000,5077,ARKANSAS,LEE,2727,1351,4078,Democrat,0.668710152,0.668710152,0.331289848,0.420617221
2000,5079,ARKANSAS,LINCOLN,1957,1526,3483,Democrat,0.561871949,0.561871949,0.438128051,0.727185732
2000,5081,ARKANSAS,LITTLE RIVER,2883,2283,5166,Democrat,0.558072009,0.558072009,0.441927991,0.380038416
2000,5083,ARKANSAS,LOGAN,3283,4487,7770,Republican,0.577477477,0.422522523,0.577477477,0.207476201
2000,5085,ARKANSAS,LONOKE,6851,10606,17457,Republican,0.60754998,0.39245002,0.60754998,0.792171534
2000,5087,ARKANSAS,MADISON,2055,3387,5442,Republican,0.622381477,0.377618523,0.622381477,0.918636193
2000,5089,ARKANSAS,MARION,2233,3402,5635,Republican,0.603726708,0.396273292,0.603726708,0.524185422
2000,5091,ARKANSAS,MILLER,6278,7276,13554,Republican,0.5368157,0.4631843,0.5368157,0.548694156
2000,5093,ARKANSAS,MISSISSIPPI,7107,5199,12306,Democrat,0.577523159,0.577523159,0.422476841,0.424024648
2000,5095,ARKANSAS,MONROE,1910,1329,3239,Democrat,0.589688175,0.589688175,0.410311825,0.39580008
2000,5097,ARKANSAS,MONTGOMERY,1438,2128,3566,Republican,0.596747056,0.403252944,0.596747056,0.964698307
2000,5099,ARKANSAS,NEVADA,1867,1796,3663,Democrat,0.50969151,0.50969151,0.49030849,0.031908095
2000,5101,ARKANSAS,NEWTON,1205,2529,3734,Republican,0.67728977,0.32271023,0.67728977,0.098170691
2000,5103,ARKANSAS,OUACHITA,5464,4739,10203,Democrat,0.535528766,0.535528766,0.464471234,0.814165467
2000,5105,ARKANSAS,PERRY,1648,2114,3762,Republican,0.561935141,0.438064859,0.561935141,0.1427012
2000,5107,ARKANSAS,PHILLIPS,6018,3154,9172,Democrat,0.656127344,0.656127344,0.343872656,0.301684899
2000,5109,ARKANSAS,PIKE,1604,2275,3879,Republican,0.586491364,0.413508636,0.586491364,0.838447072
2000,5111,ARKANSAS,POINSETT,4102,2988,7090,Democrat,0.578561354,0.578561354,0.421438646,0.425597064
2000,5113,ARKANSAS,POLK,2315,4600,6915,Republican,0.665220535,0.334779465,0.665220535,0.535752053
2000,5115,ARKANSAS,POPE,6669,11244,17913,Republican,0.627700553,0.372299447,0.627700553,0.528963784
2000,5117,ARKANSAS,PRAIRIE,1563,1862,3425,Republican,0.543649635,0.456350365,0.543649635,0.178906177
2000,5119,ARKANSAS,PULASKI,68320,55866,124186,Democrat,0.550142528,0.550142528,0.449857472,0.920038709
2000,5121,ARKANSAS,RANDOLPH,3019,2673,5692,Democrat,0.530393535,0.530393535,0.469606465,0.845162446
2000,5123,ARKANSAS,ST. FRANCIS,4986,3414,8400,Democrat,0.593571429,0.593571429,0.406428571,0.223130264
2000,5125,ARKANSAS,SALINE,12700,18617,31317,Republican,0.594469457,0.405530543,0.594469457,0.421652079
2000,5127,ARKANSAS,SCOTT,1444,2399,3843,Republican,0.624251887,0.375748113,0.624251887,0.161512878
2000,5129,ARKANSAS,SEARCY,1229,2610,3839,Republican,0.679864548,0.320135452,0.679864548,0.303714338
2000,5131,ARKANSAS,SEBASTIAN,15555,23483,39038,Republican,0.601542087,0.398457913,0.601542087,0.767298265
2000,5133,ARKANSAS,SEVIER,2095,2111,4206,Republican,0.501902045,0.498097955,0.501902045,0.986154804
2000,5135,ARKANSAS,SHARP,3236,3698,6934,Republican,0.533314104,0.466685896,0.533314104,0.303953456
2000,5137,ARKANSAS,STONE,2043,2623,4666,Republican,0.562151736,0.437848264,0.562151736,0.207411995
2000,5139,ARKANSAS,UNION,6261,8647,14908,Republican,0.580024148,0.419975852,0.580024148,0.05252862
2000,5141,ARKANSAS,VAN BUREN,3202,3485,6687,Republican,0.521160461,0.478839539,0.521160461,0.608865543
2000,5143,ARKANSAS,WASHINGTON,21425,28231,49656,Republican,0.568531497,0.431468503,0.568531497,0.735986866
2000,5145,ARKANSAS,WHITE,8342,13170,21512,Republican,0.612216437,0.387783563,0.612216437,0.942368035
2000,5147,ARKANSAS,WOODRUFF,1699,898,2597,Democrat,0.654216404,0.654216404,0.345783596,0.754283841
2000,5149,ARKANSAS,YELL,3062,3223,6285,Republican,0.512808274,0.487191726,0.512808274,0.378242382
2000,6001,CALIFORNIA,ALAMEDA,342889,119279,462168,Democrat,0.741914196,0.741914196,0.258085804,0.477975481
2000,6003,CALIFORNIA,ALPINE,265,281,546,Republican,0.514652015,0.485347985,0.514652015,0.513399338
2000,6005,CALIFORNIA,AMADOR,5906,8766,14672,Republican,0.597464558,0.402535442,0.597464558,0.741968396
2000,6007,CALIFORNIA,BUTTE,31338,45584,76922,Republican,0.592600296,0.407399704,0.592600296,0.248001682
2000,6009,CALIFORNIA,CALAVERAS,7093,10599,17692,Republican,0.599084332,0.400915668,0.599084332,0.680977132
2000,6011,CALIFORNIA,COLUSA,1745,3629,5374,Republican,0.675288426,0.324711574,0.675288426,0.969462707
2000,6013,CALIFORNIA,CONTRA COSTA,224338,141373,365711,Democrat,0.61342973,0.61342973,0.38657027,0.478395615
2000,6015,CALIFORNIA,DEL NORTE,3117,4526,7643,Republican,0.592175847,0.407824153,0.592175847,0.119162283
2000,6017,CALIFORNIA,EL DORADO,26220,42045,68265,Republican,0.615908592,0.384091408,0.615908592,0.001418586
2000,6019,CALIFORNIA,FRESNO,95059,117342,212401,Republican,0.552455026,0.447544974,0.552455026,0.075912424
2000,6021,CALIFORNIA,GLENN,2498,5795,8293,Republican,0.698782105,0.301217895,0.698782105,0.632573702
2000,6023,CALIFORNIA,HUMBOLDT,24851,23219,48070,Democrat,0.516975244,0.516975244,0.483024756,0.337997299
2000,6025,CALIFORNIA,IMPERIAL,15489,12524,28013,Democrat,0.552921858,0.552921858,0.447078142,0.407644252
2000,6027,CALIFORNIA,INYO,2652,4713,7365,Republican,0.639918534,0.360081466,0.639918534,0.568246472
2000,6029,CALIFORNIA,KERN,66003,110663,176666,Republican,0.626396703,0.373603297,0.626396703,0.920388487
2000,6031,CALIFORNIA,KINGS,11041,16377,27418,Republican,0.597308338,0.402691662,0.597308338,0.590448759
2000,6033,CALIFORNIA,LAKE,10717,8699,19416,Democrat,0.55196745,0.55196745,0.44803255,0.020161205
2000,6035,CALIFORNIA,LASSEN,2982,7080,10062,Republican,0.703637448,0.296362552,0.703637448,0.14761383
2000,6037,CALIFORNIA,LOS ANGELES,1710505,871930,2582435,Democrat,0.662361299,0.662361299,0.337638701,0.47329332
2000,6039,CALIFORNIA,MADERA,11650,20283,31933,Republican,0.635173645,0.364826355,0.635173645,0.445061711
2000,6041,CALIFORNIA,MARIN,79135,34872,114007,Democrat,0.694124045,0.694124045,0.305875955,0.902341848
2000,6043,CALIFORNIA,MARIPOSA,2816,4727,7543,Republican,0.626673737,0.373326263,0.626673737,0.583047765
2000,6045,CALIFORNIA,MENDOCINO,16634,12272,28906,Democrat,0.575451463,0.575451463,0.424548537,0.907529545
2000,6047,CALIFORNIA,MERCED,22726,26102,48828,Republican,0.534570329,0.465429671,0.534570329,0.463394742
2000,6049,CALIFORNIA,MODOC,945,2969,3914,Republican,0.758559019,0.241440981,0.758559019,0.167113263
2000,6051,CALIFORNIA,MONO,1788,2296,4084,Republican,0.562193928,0.437806072,0.562193928,0.561067503
2000,6053,CALIFORNIA,MONTEREY,67618,43761,111379,Democrat,0.607098286,0.607098286,0.392901714,0.21227854
2000,6055,CALIFORNIA,NAPA,28097,20633,48730,Democrat,0.576585266,0.576585266,0.423414734,0.215883799
2000,6057,CALIFORNIA,NEVADA,17670,25998,43668,Republican,0.595355867,0.404644133,0.595355867,0.859721018
2000,6059,CALIFORNIA,ORANGE,391819,541299,933118,Republican,0.580097051,0.419902949,0.580097051,0.288678597
2000,6061,CALIFORNIA,PLACER,42449,69835,112284,Republican,0.621949699,0.378050301,0.621949699,0.253565819
2000,6063,CALIFORNIA,PLUMAS,3458,6343,9801,Republican,0.647178859,0.352821141,0.647178859,0.092705703
2000,6065,CALIFORNIA,RIVERSIDE,202576,231955,434531,Republican,0.533805413,0.466194587,0.533805413,0.095492711
2000,6067,CALIFORNIA,SACRAMENTO,212792,195619,408411,Democrat,0.521024164,0.521024164,0.478975836,0.093783602
2000,6069,CALIFORNIA,SAN BENITO,9131,7015,16146,Democrat,0.565527066,0.565527066,0.434472934,0.485114572
2000,6071,CALIFORNIA,SAN BERNARDINO,214749,221757,436506,Republican,0.508027381,0.491972619,0.508027381,0.323228781
2000,6073,CALIFORNIA,SAN DIEGO,437666,475736,913402,Republican,0.520839674,0.479160326,0.520839674,0.135492435
2000,6075,CALIFORNIA,SAN FRANCISCO,241578,51496,293074,Democrat,0.824290111,0.824290111,0.175709889,0.458259544
2000,6077,CALIFORNIA,SAN JOAQUIN,79776,81773,161549,Republican,0.506180787,0.493819213,0.506180787,0.253204258
2000,6079,CALIFORNIA,SAN LUIS OBISPO,44526,56859,101385,Republican,0.560822607,0.439177393,0.560822607,0.988943516
2000,6081,CALIFORNIA,SAN MATEO,166757,80296,247053,Democrat,0.67498472,0.67498472,0.32501528,0.433097737
2000,6083,CALIFORNIA,SANTA BARBARA,73411,71493,144904,Democrat,0.506618175,0.506618175,0.493381825,0.796554607
