year,county_fips,state,county_name,Democrat,Republican,total,majority,percentage,d_percentage,r_percentage,sample
2012,55123,WISCONSIN,VERNON,8044,5942,13986,Democrat,0.575146575,0.575146575,0.424853425,0.95780308
2004,21145,KENTUCKY,MCCRACKEN,11361,18218,29579,Republican,0.615909936,0.384090064,0.615909936,0.957778912
2004,26099,MICHIGAN,MACOMB,196160,202166,398326,Republican,0.507539051,0.492460949,0.507539051,0.957680269
2016,32510,NEVADA,CARSON CITY,9610,13125,22735,Republican,0.577303717,0.422696283,0.577303717,0.957677481
2004,48361,TEXAS,ORANGE,11476,20292,31768,Republican,0.638755981,0.361244019,0.638755981,0.957612814
2000,48033,TEXAS,BORDEN,62,283,345,Republican,0.820289855,0.179710145,0.820289855,0.957565736
2016,48255,TEXAS,KARNES,1145,2965,4110,Republican,0.721411192,0.278588808,0.721411192,0.957311884
2000,53015,WASHINGTON,COWLITZ,18233,16873,35106,Democrat,0.519369908,0.519369908,0.480630092,0.957276923
2016,51760,VIRGINIA,RICHMOND,81259,15581,96840,Democrat,0.839105741,0.839105741,0.160894259,0.957175968
2004,47011,TENNESSEE,BRADLEY,9426,25942,35368,Republican,0.733487899,0.266512101,0.733487899,0.957076755
2004,30021,MONTANA,DAWSON,1494,2884,4378,Republican,0.658748287,0.341251713,0.658748287,0.957040707
2012,42085,PENNSYLVANIA,MERCER,24232,25925,50157,Republican,0.516877006,0.483122994,0.516877006,0.957003647
2000,28073,MISSISSIPPI,LAMAR,3478,12795,16273,Republican,0.786271738,0.213728262,0.786271738,0.957002434
2004,45063,SOUTH CAROLINA,LEXINGTON,25393,67132,92525,Republican,0.725555255,0.274444745,0.725555255,0.956997371
2004,37175,NORTH CAROLINA,TRANSYLVANIA,6097,9386,15483,Republican,0.606213266,0.393786734,0.606213266,0.956976835
2016,19189,IOWA,WINNEBAGO,1931,3447,5378,Republican,0.640944589,0.359055411,0.640944589,0.956968113
2004,51041,VIRGINIA,CHESTERFIELD,49346,83745,133091,Republican,0.629231128,0.370768872,0.629231128,0.956911875
2008,27015,MINNESOTA,BROWN,5809,7456,13265,Republican,0.562080663,0.437919337,0.562080663,0.956713021
2000,5141,ARKANSAS,VAN BUREN,3202,3485,6687,Republican,0.521160461,0.478839539,0.521160461,0.95665694
2004,21085,KENTUCKY,GRAYSON,2905,7170,10075,Republican,0.711662531,0.288337469,0.711662531,0.956523216
2016,51840,VIRGINIA,WINCHESTER,5164,4790,9954,Democrat,0.518786418,0.518786418,0.481213582,0.956508921
2016,47075,TENNESSEE,HAYWOOD,3711,3013,6724,Democrat,0.551903629,0.551903629,0.448096371,0.9564659
2008,20061,KANSAS,GEARY,3491,4492,7983,Republican,0.562695728,0.437304272,0.562695728,0.956445262
2016,13259,GEORGIA,STEWART,1222,805,2027,Democrat,0.602861371,0.602861371,0.397138629,0.956336649
2008,13257,GEORGIA,STEPHENS,2705,7689,10394,Republican,0.739753704,0.260246296,0.739753704,0.956310926
2016,48165,TEXAS,GAINES,597,3907,4504,Republican,0.867451155,0.132548845,0.867451155,0.956310033
2012,53071,WASHINGTON,WALLA WALLA,9768,14648,24416,Republican,0.599934469,0.400065531,0.599934469,0.956279226
2004,19191,IOWA,WINNESHIEK,5354,5324,10678,Democrat,0.501404757,0.501404757,0.498595243,0.956233912
2012,24019,MARYLAND,DORCHESTER,7257,7976,15233,Republican,0.523600079,0.476399921,0.523600079,0.956233327
2008,6091,CALIFORNIA,SIERRA,743,1158,1901,Republican,0.609153077,0.390846923,0.609153077,0.956140524
2004,55021,WISCONSIN,COLUMBIA,14300,14956,29256,Republican,0.511211375,0.488788625,0.511211375,0.955900983
2012,41069,OREGON,WHEELER,266,545,811,Republican,0.672009864,0.327990136,0.672009864,0.955865058
2012,34039,NEW JERSEY,UNION,139752,68314,208066,Democrat,0.671671489,0.671671489,0.328328511,0.95563066
2012,47039,TENNESSEE,DECATUR,1303,2874,4177,Republican,0.688053627,0.311946373,0.688053627,0.955618976
2016,27113,MINNESOTA,PENNINGTON,2147,4000,6147,Republican,0.65072393,0.34927607,0.65072393,0.955606682
2004,46055,SOUTH DAKOTA,HAAKON,219,1007,1226,Republican,0.82137031,0.17862969,0.82137031,0.955593431
2008,46003,SOUTH DAKOTA,AURORA,655,794,1449,Republican,0.547964113,0.452035887,0.547964113,0.955538858
2004,48167,TEXAS,GALVESTON,43919,61290,105209,Republican,0.582554724,0.417445276,0.582554724,0.955485133
2000,21007,KENTUCKY,BALLARD,1880,1824,3704,Democrat,0.507559395,0.507559395,0.492440605,0.955440174
2000,48145,TEXAS,FALLS,2417,3239,5656,Republican,0.572666195,0.427333805,0.572666195,0.955314927
2000,2031,ALASKA,DISTRICT 31,1831,3326,5157,Republican,0.644948614,0.355051386,0.644948614,0.955295908
2004,13001,GEORGIA,APPLING,1848,4494,6342,Republican,0.708609272,0.291390728,0.708609272,0.955294917
2008,51007,VIRGINIA,AMELIA,2488,3970,6458,Republican,0.614741406,0.385258594,0.614741406,0.955228316
2016,27031,MINNESOTA,COOK,1912,1156,3068,Democrat,0.623207301,0.623207301,0.376792699,0.955153027
2016,37057,NORTH CAROLINA,DAVIDSON,18109,54317,72426,Republican,0.749965482,0.250034518,0.749965482,0.955099623
2012,18115,INDIANA,OHIO,994,1759,2753,Republican,0.638939339,0.361060661,0.638939339,0.95509235
2000,37157,NORTH CAROLINA,ROCKINGHAM,13260,18979,32239,Republican,0.58869692,0.41130308,0.58869692,0.955066386
2004,42077,PENNSYLVANIA,LEHIGH,73940,70160,144100,Democrat,0.513115892,0.513115892,0.486884108,0.95502213
2008,20201,KANSAS,WASHINGTON,659,2248,2907,Republican,0.773305814,0.226694186,0.773305814,0.955005981
2012,39099,OHIO,MAHONING,77059,42641,119700,Democrat,0.643767753,0.643767753,0.356232247,0.95492469
2008,21009,KENTUCKY,BARREN,5434,11133,16567,Republican,0.671998551,0.328001449,0.671998551,0.954773478
2016,24045,MARYLAND,WICOMICO,18050,22198,40248,Republican,0.551530511,0.448469489,0.551530511,0.954735466
2004,55127,WISCONSIN,WALWORTH,19177,28754,47931,Republican,0.599904029,0.400095971,0.599904029,0.954600099
2012,38053,NORTH DAKOTA,MCKENZIE,927,2458,3385,Republican,0.726144756,0.273855244,0.726144756,0.954549545
2004,39117,OHIO,MORROW,5775,10475,16250,Republican,0.644615385,0.355384615,0.644615385,0.954495624
2016,37109,NORTH CAROLINA,LINCOLN,9897,28806,38703,Republican,0.744283389,0.255716611,0.744283389,0.954469888
2008,51775,VIRGINIA,SALEM,5164,7088,12252,Republican,0.578517793,0.421482207,0.578517793,0.954457955
2000,28145,MISSISSIPPI,UNION,3094,6087,9181,Republican,0.662999673,0.337000327,0.662999673,0.954425327
2004,13241,GEORGIA,RABUN,1918,4650,6568,Republican,0.707978076,0.292021924,0.707978076,0.954301973
2012,45035,SOUTH CAROLINA,DORCHESTER,23445,32531,55976,Republican,0.581159783,0.418840217,0.581159783,0.953944151
2012,48171,TEXAS,GILLESPIE,2055,10306,12361,Republican,0.833751315,0.166248685,0.833751315,0.953907761
2016,29175,MISSOURI,RANDOLPH,2283,7529,9812,Republican,0.767325724,0.232674276,0.767325724,0.953906809
2000,54099,WEST VIRGINIA,WAYNE,7940,7993,15933,Republican,0.501663215,0.498336785,0.501663215,0.953818824
2012,36085,NEW YORK,RICHMOND,75557,66916,142473,Democrat,0.530325044,0.530325044,0.469674956,0.953766391
2000,36057,NEW YORK,MONTGOMERY,10249,9765,20014,Democrat,0.512091536,0.512091536,0.487908464,0.953763845
2008,17017,ILLINOIS,CASS,2690,2617,5307,Democrat,0.506877709,0.506877709,0.493122291,0.953712195
2012,29005,MISSOURI,ATCHISON,756,1902,2658,Republican,0.715575621,0.284424379,0.715575621,0.953646291
2000,48177,TEXAS,GONZALES,1877,4092,5969,Republican,0.685541967,0.314458033,0.685541967,0.953598645
2004,21101,KENTUCKY,HENDERSON,8101,10467,18568,Republican,0.563711762,0.436288238,0.563711762,0.953594525
2016,26147,MICHIGAN,ST. CLAIR,24553,49051,73604,Republican,0.666417586,0.333582414,0.666417586,0.953585314
2008,16037,IDAHO,CUSTER,611,1694,2305,Republican,0.734924078,0.265075922,0.734924078,0.953563906
2012,17047,ILLINOIS,EDWARDS,754,2405,3159,Republican,0.761316872,0.238683128,0.761316872,0.953538648
2008,1051,ALABAMA,ELMORE,8301,25777,34078,Republican,0.756411761,0.243588239,0.756411761,0.953487015
2004,47139,TENNESSEE,POLK,2724,3923,6647,Republican,0.590191064,0.409808936,0.590191064,0.953481691
2008,21081,KENTUCKY,GRANT,3112,5510,8622,Republican,0.639062862,0.360937138,0.639062862,0.953255523
2008,31077,NEBRASKA,GREELEY,458,715,1173,Republican,0.609548167,0.390451833,0.609548167,0.953254913
2000,31095,NEBRASKA,JEFFERSON,1361,2351,3712,Republican,0.633351293,0.366648707,0.633351293,0.953254532
2000,48327,TEXAS,MENARD,334,642,976,Republican,0.657786885,0.342213115,0.657786885,0.953232238
2004,53053,WASHINGTON,PIERCE,158231,150783,309014,Democrat,0.512051234,0.512051234,0.487948766,0.953165035
2012,13055,GEORGIA,CHATTOOGA,2232,5452,7684,Republican,0.709526288,0.290473712,0.709526288,0.953134204
2000,51037,VIRGINIA,CHARLOTTE,2017,2855,4872,Republican,0.586001642,0.413998358,0.586001642,0.953128254
2008,8099,COLORADO,PROWERS,1487,3043,4530,Republican,0.671743929,0.328256071,0.671743929,0.953124386
2008,18067,INDIANA,HOWARD,17871,20248,38119,Republican,0.531178677,0.468821323,0.531178677,0.953120179
2004,19107,IOWA,KEOKUK,2294,3119,5413,Republican,0.576205431,0.423794569,0.576205431,0.953051919
2016,41051,OREGON,MULTNOMAH,292561,67954,360515,Democrat,0.811508536,0.811508536,0.188491464,0.953049428
2000,27069,MINNESOTA,KITTSON,1107,1353,2460,Republican,0.55,0.45,0.55,0.95304618
2016,29007,MISSOURI,AUDRAIN,2570,6981,9551,Republican,0.730918228,0.269081772,0.730918228,0.953011731
2016,53023,WASHINGTON,GARFIELD,279,851,1130,Republican,0.753097345,0.246902655,0.753097345,0.952980121
2016,29027,MISSOURI,CALLAWAY,4989,13057,18046,Republican,0.723539843,0.276460157,0.723539843,0.952709181
2000,45087,SOUTH CAROLINA,UNION,4662,5768,10430,Republican,0.553020134,0.446979866,0.553020134,0.952684168
2000,18077,INDIANA,JEFFERSON,5117,6582,11699,Republican,0.562612189,0.437387811,0.562612189,0.952521032
2000,48017,TEXAS,BAILEY,488,1589,2077,Republican,0.765045739,0.234954261,0.765045739,0.952420208
2004,13231,GEORGIA,PIKE,1506,5193,6699,Republican,0.775190327,0.224809673,0.775190327,0.952405652
2000,30065,MONTANA,MUSSELSHELL,512,1582,2094,Republican,0.755491882,0.244508118,0.755491882,0.952395531
2016,55093,WISCONSIN,PIERCE,8382,11258,19640,Republican,0.573217923,0.426782077,0.573217923,0.95233965
2004,37143,NORTH CAROLINA,PERQUIMANS,1971,2965,4936,Republican,0.600688817,0.399311183,0.600688817,0.952127086
2012,1019,ALABAMA,CHEROKEE,2132,7506,9638,Republican,0.778792281,0.221207719,0.778792281,0.952103581
2012,54011,WEST VIRGINIA,CABELL,13568,17985,31553,Republican,0.569993345,0.430006655,0.569993345,0.952091074
2012,27113,MINNESOTA,PENNINGTON,3024,3305,6329,Republican,0.5221994,0.4778006,0.5221994,0.952071863
2012,56011,WYOMING,CROOK,426,3109,3535,Republican,0.879490806,0.120509194,0.879490806,0.951969523
2012,13075,GEORGIA,COOK,2042,3935,5977,Republican,0.658357035,0.341642965,0.658357035,0.951807101
2008,13193,GEORGIA,MACON,3251,1712,4963,Democrat,0.65504735,0.65504735,0.34495265,0.951796934
2004,20131,KANSAS,NEMAHA,1355,4027,5382,Republican,0.748234857,0.251765143,0.748234857,0.951796047
2016,22049,LOUISIANA,JACKSON,2139,5169,7308,Republican,0.707307061,0.292692939,0.707307061,0.951778721
2004,55049,WISCONSIN,IOWA,7122,5348,12470,Democrat,0.571130714,0.571130714,0.428869286,0.951660795
2012,26101,MICHIGAN,MANISTEE,6473,5737,12210,Democrat,0.53013923,0.53013923,0.46986077,0.951555312
2016,21147,KENTUCKY,MCCREARY,664,5012,5676,Republican,0.883016209,0.116983791,0.883016209,0.951527552
2004,53039,WASHINGTON,KLICKITAT,4036,5016,9052,Republican,0.554131684,0.445868316,0.554131684,0.951364802
2004,39099,OHIO,MAHONING,83069,48712,131781,Democrat,0.630356425,0.630356425,0.369643575,0.951346018
2012,40109,OKLAHOMA,OKLAHOMA,106982,149728,256710,Republican,0.583257372,0.416742628,0.583257372,0.951343864
2016,38049,NORTH DAKOTA,MCHENRY,490,2050,2540,Republican,0.807086614,0.192913386,0.807086614,0.951282542
2000,48345,TEXAS,MOTLEY,118,514,632,Republican,0.813291139,0.186708861,0.813291139,0.951203353
2000,31131,NEBRASKA,OTOE,2208,4178,6386,Republican,0.654243658,0.345756342,0.654243658,0.951154864
2008,27111,MINNESOTA,OTTER TAIL,13856,18077,31933,Republican,0.566091504,0.433908496,0.566091504,0.951133244
2004,21007,KENTUCKY,BALLARD,1759,2389,4148,Republican,0.575940212,0.424059788,0.575940212,0.951114287
2008,1111,ALABAMA,RANDOLPH,3064,7175,10239,Republican,0.700752027,0.299247973,0.700752027,0.951111555
2016,6107,CALIFORNIA,TULARE,47585,58299,105884,Republican,0.550593102,0.449406898,0.550593102,0.951005239
2000,8003,COLORADO,ALAMOSA,2455,2857,5312,Republican,0.537838855,0.462161145,0.537838855,0.950942055
2004,30027,MONTANA,FERGUS,1582,4425,6007,Republican,0.736640586,0.263359414,0.736640586,0.950938461
2012,44007,RHODE ISLAND,PROVIDENCE,159520,75785,235305,Democrat,0.677928646,0.677928646,0.322071354,0.950741413
2008,49029,UTAH,MORGAN,689,3311,4000,Republican,0.82775,0.17225,0.82775,0.950737778
2012,20065,KANSAS,GRAHAM,256,1056,1312,Republican,0.804878049,0.195121951,0.804878049,0.950734147
2008,27035,MINNESOTA,CROW WING,15859,18567,34426,Republican,0.539330738,0.460669262,0.539330738,0.950705346
2000,19181,IOWA,WARREN,9521,9621,19142,Republican,0.502612057,0.497387943,0.502612057,0.95049184
2012,56019,WYOMING,JOHNSON,749,3363,4112,Republican,0.817850195,0.182149805,0.817850195,0.950333971
2008,6095,CALIFORNIA,SOLANO,102095,56035,158130,Democrat,0.645639664,0.645639664,0.354360336,0.950330348
2004,26043,MICHIGAN,DICKINSON,5650,7734,13384,Republican,0.577854154,0.422145846,0.577854154,0.95031993
2016,48155,TEXAS,FOARD,113,383,496,Republican,0.772177419,0.227822581,0.772177419,0.950208551
2000,48233,TEXAS,HUTCHINSON,1796,7443,9239,Republican,0.805606667,0.194393333,0.805606667,0.950204993
2004,45079,SOUTH CAROLINA,RICHLAND,76283,56212,132495,Democrat,0.575742481,0.575742481,0.424257519,0.950194186
2016,13231,GEORGIA,PIKE,1240,7278,8518,Republican,0.854425922,0.145574078,0.854425922,0.950173922
2016,18011,INDIANA,BOONE,10181,19654,29835,Republican,0.658756494,0.341243506,0.658756494,0.950112165
2004,1071,ALABAMA,JACKSON,8635,11534,20169,Republican,0.571867718,0.428132282,0.571867718,0.950071763
2008,30041,MONTANA,HILL,3596,2787,6383,Democrat,0.563371455,0.563371455,0.436628545,0.950044345
2000,12127,FLORIDA,VOLUSIA,97304,82357,179661,Democrat,0.541597787,0.541597787,0.458402213,0.94984105
2012,47015,TENNESSEE,CANNON,1564,3309,4873,Republican,0.679047814,0.320952186,0.679047814,0.949840148
2016,20207,KANSAS,WOODSON,273,1082,1355,Republican,0.798523985,0.201476015,0.798523985,0.949748293
2004,30013,MONTANA,CASCADE,13701,19028,32729,Republican,0.581380427,0.418619573,0.581380427,0.949700554
2012,36001,NEW YORK,ALBANY,83978,40210,124188,Democrat,0.676216704,0.676216704,0.323783296,0.949652557
2008,46119,SOUTH DAKOTA,SULLY,233,581,814,Republican,0.713759214,0.286240786,0.713759214,0.949602475
2008,40129,OKLAHOMA,ROGER MILLS,287,1502,1789,Republican,0.839575182,0.160424818,0.839575182,0.949588845
2012,5119,ARKANSAS,PULASKI,87248,68984,156232,Democrat,0.558451534,0.558451534,0.441548466,0.949573861
2016,54033,WEST VIRGINIA,HARRISON,7694,18750,26444,Republican,0.70904553,0.29095447,0.70904553,0.94948476
2000,36075,NEW YORK,OSWEGO,22857,23249,46106,Republican,0.504251074,0.495748926,0.504251074,0.949467501
2012,36043,NEW YORK,HERKIMER,10826,12166,22992,Republican,0.529140571,0.470859429,0.529140571,0.949425431
2012,36053,NEW YORK,MADISON,13231,12011,25242,Democrat,0.524166072,0.524166072,0.475833928,0.94942319
2012,51023,VIRGINIA,BOTETOURT,5452,12479,17931,Republican,0.695945569,0.304054431,0.695945569,0.949266602
2016,46111,SOUTH DAKOTA,SANBORN,241,819,1060,Republican,0.772641509,0.227358491,0.772641509,0.949187536
2016,36103,NEW YORK,SUFFOLK,303951,350570,654521,Republican,0.535613067,0.464386933,0.535613067,0.949158557
2012,47115,TENNESSEE,MARION,3953,6272,10225,Republican,0.613398533,0.386601467,0.613398533,0.949064405
2000,18171,INDIANA,WARREN,1471,2218,3689,Republican,0.60124695,0.39875305,0.60124695,0.949055054
2000,20021,KANSAS,CHEROKEE,3783,5014,8797,Republican,0.569967034,0.430032966,0.569967034,0.94893949
2012,12013,FLORIDA,CALHOUN,1664,4366,6030,Republican,0.724046434,0.275953566,0.724046434,0.948758631
2012,19109,IOWA,KOSSUTH,3850,4937,8787,Republican,0.561852737,0.438147263,0.561852737,0.948729795
2012,21065,KENTUCKY,ESTILL,1356,3749,5105,Republican,0.734378061,0.265621939,0.734378061,0.948707254
2004,27071,MINNESOTA,KOOCHICHING,3662,3539,7201,Democrat,0.50854048,0.50854048,0.49145952,0.948677126
2012,30103,MONTANA,TREASURE,114,319,433,Republican,0.736720554,0.263279446,0.736720554,0.948616088
2012,30013,MONTANA,CASCADE,15232,18345,33577,Republican,0.546356137,0.453643863,0.546356137,0.948458046
2016,45077,SOUTH CAROLINA,PICKENS,10354,36236,46590,Republican,0.777763469,0.222236531,0.777763469,0.948417206
2000,18059,INDIANA,HANCOCK,6503,15943,22446,Republican,0.710282456,0.289717544,0.710282456,0.948331845
2008,41005,OREGON,CLACKAMAS,103476,83595,187071,Democrat,0.553137579,0.553137579,0.446862421,0.948152394
2016,25023,MASSACHUSETTS,PLYMOUTH,135513,115369,250882,Democrat,0.540146364,0.540146364,0.459853636,0.948072206
2008,27045,MINNESOTA,FILLMORE,5921,4993,10914,Democrat,0.542514202,0.542514202,0.457485798,0.948041052
2008,27049,MINNESOTA,GOODHUE,12420,12775,25195,Republican,0.507045049,0.492954951,0.507045049,0.94790931
2000,45085,SOUTH CAROLINA,SUMTER,14365,15915,30280,Republican,0.525594452,0.474405548,0.525594452,0.947905151
2016,32031,NEVADA,WASHOE,97379,94758,192137,Democrat,0.506820654,0.506820654,0.493179346,0.947884654
2000,41027,OREGON,HOOD RIVER,4072,3721,7793,Democrat,0.52252021,0.52252021,0.47747979,0.947854645
2016,13005,GEORGIA,BACON,608,3364,3972,Republican,0.846928499,0.153071501,0.846928499,0.947833675
2004,47051,TENNESSEE,FRANKLIN,7797,9126,16923,Republican,0.539266088,0.460733912,0.539266088,0.947798632
2000,53053,WASHINGTON,PIERCE,138249,118431,256680,Democrat,0.538604488,0.538604488,0.461395512,0.947716255
2008,13049,GEORGIA,CHARLTON,1197,2466,3663,Republican,0.673218673,0.326781327,0.673218673,0.947626557
2008,48143,TEXAS,ERATH,3128,10768,13896,Republican,0.774899252,0.225100748,0.774899252,0.947539586
2000,17147,ILLINOIS,PIATT,3488,4619,8107,Republican,0.569754533,0.430245467,0.569754533,0.947535772
2016,37197,NORTH CAROLINA,YADKIN,3160,13880,17040,Republican,0.814553991,0.185446009,0.814553991,0.947505583
2012,28021,MISSISSIPPI,CLAIBORNE,4838,625,5463,Democrat,0.885593996,0.885593996,0.114406004,0.947493258
2000,21125,KENTUCKY,LAUREL,4856,13029,17885,Republican,0.728487559,0.271512441,0.728487559,0.947394562
2008,13229,GEORGIA,PIERCE,1253,5500,6753,Republican,0.814452836,0.185547164,0.814452836,0.947320011
2000,48379,TEXAS,RAINS,1225,2049,3274,Republican,0.625839951,0.374160049,0.625839951,0.947258233
2000,48399,TEXAS,RUNNELS,969,3020,3989,Republican,0.757081975,0.242918025,0.757081975,0.947239222
2008,51031,VIRGINIA,CAMPBELL,8091,17444,25535,Republican,0.683140787,0.316859213,0.683140787,0.947236499
2016,40127,OKLAHOMA,PUSHMATAHA,748,3581,4329,Republican,0.827211827,0.172788173,0.827211827,0.947227784
2008,5033,ARKANSAS,CRAWFORD,5238,14688,19926,Republican,0.737127371,0.262872629,0.737127371,0.947188006
2012,22109,LOUISIANA,TERREBONNE,12074,29503,41577,Republican,0.709599057,0.290400943,0.709599057,0.947029781
2012,51005,VIRGINIA,ALLEGHANY,3403,3595,6998,Republican,0.513718205,0.486281795,0.513718205,0.946914779
2012,16075,IDAHO,PAYETTE,2271,6004,8275,Republican,0.725558912,0.274441088,0.725558912,0.946873129
2016,31145,NEBRASKA,RED WILLOW,645,4258,4903,Republican,0.868447889,0.131552111,0.868447889,0.946701451
2004,41071,OREGON,YAMHILL,17572,23839,41411,Republican,0.575668301,0.424331699,0.575668301,0.946656006
2012,51035,VIRGINIA,CARROLL,3685,8736,12421,Republican,0.703325014,0.296674986,0.703325014,0.946562774
2016,19055,IOWA,DELAWARE,2957,5694,8651,Republican,0.658189805,0.341810195,0.658189805,0.946450057
2000,42131,PENNSYLVANIA,WYOMING,4363,6922,11285,Republican,0.613380594,0.386619406,0.613380594,0.946421045
2000,4021,ARIZONA,PINAL,19650,20122,39772,Republican,0.505933823,0.494066177,0.505933823,0.946379004
2008,29203,MISSOURI,SHANNON,1637,2075,3712,Republican,0.558997845,0.441002155,0.558997845,0.946318425
2012,33005,NEW HAMPSHIRE,CHESHIRE,25380,15156,40536,Democrat,0.626110124,0.626110124,0.373889876,0.946146325
2012,5073,ARKANSAS,LAFAYETTE,1173,1713,2886,Republican,0.593555094,0.406444906,0.593555094,0.94610192
2016,1097,ALABAMA,MOBILE,72186,95116,167302,Republican,0.568528768,0.431471232,0.568528768,0.946094168
2008,53001,WASHINGTON,ADAMS,1552,3222,4774,Republican,0.674905739,0.325094261,0.674905739,0.946041072
2000,19155,IOWA,POTTAWATTAMIE,14726,18783,33509,Republican,0.560535975,0.439464025,0.560535975,0.946008725
2016,51115,VIRGINIA,MATHEWS,1563,3517,5080,Republican,0.692322835,0.307677165,0.692322835,0.945982185
2004,20039,KANSAS,DECATUR,355,1355,1710,Republican,0.792397661,0.207602339,0.792397661,0.945978095
2016,13077,GEORGIA,COWETA,16583,42533,59116,Republican,0.719483727,0.280516273,0.719483727,0.945922532
2000,26153,MICHIGAN,SCHOOLCRAFT,2036,2088,4124,Republican,0.506304559,0.493695441,0.506304559,0.945878699
2016,40095,OKLAHOMA,MARSHALL,1096,4206,5302,Republican,0.793285553,0.206714447,0.793285553,0.945847681
2000,17119,ILLINOIS,MADISON,59077,48821,107898,Democrat,0.547526367,0.547526367,0.452473633,0.945842312
2004,27165,MINNESOTA,WATONWAN,2514,2970,5484,Republican,0.541575492,0.458424508,0.541575492,0.945805145
2008,41067,OREGON,WASHINGTON,141544,89185,230729,Democrat,0.613464281,0.613464281,0.386535719,0.945768046
2016,48505,TEXAS,ZAPATA,2063,1029,3092,Democrat,0.667205692,0.667205692,0.332794308,0.945749118
2012,29009,MISSOURI,BARRY,3667,9832,13499,Republican,0.728350248,0.271649752,0.728350248,0.945628519
2004,47037,TENNESSEE,DAVIDSON,132362,107618,239980,Democrat,0.551554296,0.551554296,0.448445704,0.945598736
2000,45015,SOUTH CAROLINA,BERKELEY,17707,24796,42503,Republican,0.583394113,0.416605887,0.583394113,0.945569321
2012,20121,KANSAS,MIAMI,4712,9858,14570,Republican,0.676595745,0.323404255,0.676595745,0.945341952
2000,8031,COLORADO,DENVER,122693,61224,183917,Democrat,0.667110708,0.667110708,0.332889292,0.945335017
2000,13147,GEORGIA,HART,3192,4242,7434,Republican,0.570621469,0.429378531,0.570621469,0.945321801
2008,1113,ALABAMA,RUSSELL,10085,8705,18790,Democrat,0.53672166,0.53672166,0.46327834,0.945269784
2012,38073,NORTH DAKOTA,RANSOM,1343,1009,2352,Democrat,0.571003401,0.571003401,0.428996599,0.945202931
2000,48357,TEXAS,OCHILTREE,251,2687,2938,Republican,0.914567733,0.085432267,0.914567733,0.945192206
2016,17087,ILLINOIS,JOHNSON,1142,4649,5791,Republican,0.802797444,0.197202556,0.802797444,0.945173018
2008,27089,MINNESOTA,MARSHALL,2311,2285,4596,Democrat,0.502828547,0.502828547,0.497171453,0.94513424
2008,21153,KENTUCKY,MAGOFFIN,2105,2434,4539,Republican,0.536241463,0.463758537,0.536241463,0.945014311
2008,46063,SOUTH DAKOTA,HARDING,135,575,710,Republican,0.809859155,0.190140845,0.809859155,0.944996753
2008,48231,TEXAS,HUNT,8594,20573,29167,Republican,0.705351939,0.294648061,0.705351939,0.944976687
2000,26163,MICHIGAN,WAYNE,530414,223021,753435,Democrat,0.703994372,0.703994372,0.296005628,0.944976328
2012,19007,IOWA,APPANOOSE,2951,3161,6112,Republican,0.517179319,0.482820681,0.517179319,0.944973022
2012,1123,ALABAMA,TALLAPOOSA,6319,12396,18715,Republican,0.662356399,0.337643601,0.662356399,0.944972534
2008,37187,NORTH CAROLINA,WASHINGTON,3748,2670,6418,Democrat,0.583982549,0.583982549,0.416017451,0.944926502
2004,38081,NORTH DAKOTA,SARGENT,1021,1147,2168,Republican,0.529059041,0.470940959,0.529059041,0.944923805
2004,4023,ARIZONA,SANTA CRUZ,6909,4668,11577,Democrat,0.596786732,0.596786732,0.403213268,0.944851006
2004,17049,ILLINOIS,EFFINGHAM,4388,11774,16162,Republican,0.728498948,0.271501052,0.728498948,0.944836995
2012,45007,SOUTH CAROLINA,ANDERSON,22405,48709,71114,Republican,0.684942487,0.315057513,0.684942487,0.94482258
2004,29017,MISSOURI,BOLLINGER,1754,4102,5856,Republican,0.700478142,0.299521858,0.700478142,0.944802483
2008,19089,IOWA,HOWARD,2941,1722,4663,Democrat,0.630709843,0.630709843,0.369290157,0.944669011
2016,1059,ALABAMA,FRANKLIN,2197,9466,11663,Republican,0.811626511,0.188373489,0.811626511,0.944652814
2000,31105,NEBRASKA,KIMBALL,379,1379,1758,Republican,0.784414107,0.215585893,0.784414107,0.944637953
2016,28043,MISSISSIPPI,GRENADA,4424,5970,10394,Republican,0.574369829,0.425630171,0.574369829,0.944617327
2008,18071,INDIANA,JACKSON,7354,9726,17080,Republican,0.569437939,0.430562061,0.569437939,0.944574761
2008,18025,INDIANA,CRAWFORD,2286,2393,4679,Republican,0.511434067,0.488565933,0.511434067,0.944495293
2012,17011,ILLINOIS,BUREAU,8134,8164,16298,Republican,0.500920358,0.499079642,0.500920358,0.944483268
2008,49041,UTAH,SEVIER,1359,6394,7753,Republican,0.824713014,0.175286986,0.824713014,0.944371335
2004,13059,GEORGIA,CLARKE,21718,15052,36770,Democrat,0.590644547,0.590644547,0.409355453,0.944324451
2004,39113,OHIO,MONTGOMERY,142977,138361,281338,Democrat,0.508203655,0.508203655,0.491796345,0.944305911
2008,46073,SOUTH DAKOTA,JERAULD,542,546,1088,Republican,0.501838235,0.498161765,0.501838235,0.944217073
2012,20055,KANSAS,FINNEY,2682,6219,8901,Republican,0.698685541,0.301314459,0.698685541,0.94421376
2000,39099,OHIO,MAHONING,69212,40460,109672,Democrat,0.631081771,0.631081771,0.368918229,0.944193954
2012,31155,NEBRASKA,SAUNDERS,3307,6770,10077,Republican,0.671826933,0.328173067,0.671826933,0.944177341
